avgmaxtmp,avgmintmp,avgtmp,Geography,precipitation
84.18181818,22.45454545,54.45454545,"Mechanicsburg village, Ohio",2.954545455
83.45454545,23.63636364,53,"Medina city, Ohio",2.563636364
82.72727273,23.36363636,52.45454545,"Melrose village, Ohio",2.263636364
84,23.90909091,53.45454545,"Mendon village, Ohio",2.4
85.54545455,30.18181818,54.90909091,"Mentor city, Ohio",2.363636364
85.54545455,30.18181818,54.90909091,"Mentor-on-the-Lake city, Ohio",2.363636364
84.36363636,21.45454545,52.27272727,"Metamora village, Ohio",3.109090909
82.45454545,22,51.90909091,"Meyers Lake village, Ohio",3.418181818
84.81818182,25,54.90909091,"Miamisburg city, Ohio",3.190909091
83.18181818,23.72727273,53,"Middleburg Heights city, Ohio",3.436363636
83,21.54545455,51.45454545,"Middlefield village, Ohio",3.572727273
84,23.90909091,53.45454545,"Middle Point village, Ohio",2.4
84.81818182,25,54.90909091,"Middleport village, Ohio",3.190909091
84.27272727,23.27272727,54.36363636,"Midland village, Ohio",3.390909091
84,22.09090909,53.36363636,"Midvale village, Ohio",2.609090909
84.18181818,22.45454545,54.45454545,"Midway village, Ohio",2.954545455
82.09090909,22,51.72727273,"Mifflin village, Ohio",3.336363636
82.09090909,22,51.72727273,"Milan village, Ohio",3.336363636
87.09090909,25.72727273,56.63636364,"Milford city, Ohio",3.372727273
84.27272727,24.18181818,54.54545455,"Milford Center village, Ohio",2.372727273
84.54545455,24.90909091,53,"Millbury village, Ohio",2.063636364
84.27272727,23.27272727,54.36363636,"Milledgeville village, Ohio",3.390909091
82.72727273,23.36363636,52.45454545,"Miller City village, Ohio",2.263636364
81.90909091,21.63636364,51.90909091,"Millersburg village, Ohio",2.472727273
84.72727273,21.81818182,53.72727273,"Millersport village, Ohio",2.263636364
87.09090909,22.18181818,55.54545455,"Millville village, Ohio",3.345454545
84.36363636,21.45454545,52.27272727,"Milton Center village, Ohio",3.109090909
83.90909091,23.45454545,53.36363636,"Miltonsburg village, Ohio",2.909090909
84,22.09090909,53.36363636,"Mineral City village, Ohio",2.609090909
82.45454545,22,51.90909091,"Minerva village, Ohio",3.418181818
84.27272727,24.18181818,54.54545455,"Minerva Park village, Ohio",2.372727273
83.90909091,23.45454545,53.36363636,"Mingo Junction village, Ohio",2.909090909
84,23.90909091,53.45454545,"Minster village, Ohio",2.4
83.54545455,22,52.63636364,"Mogadore village, Ohio",2.754545455
87.09090909,22.18181818,55.54545455,"Monroe city, Ohio",3.345454545
82.09090909,22,51.72727273,"Monroeville village, Ohio",3.336363636
84,23.90909091,53.45454545,"Montezuma village, Ohio",2.4
87.09090909,25.72727273,56.63636364,"Montgomery city, Ohio",3.372727273
82.72727273,23.36363636,52.45454545,"Montpelier village, Ohio",2.263636364
84.81818182,25,54.90909091,"Moraine city, Ohio",3.190909091
85.54545455,30.18181818,54.90909091,"Moreland Hills village, Ohio",2.363636364
82.81818182,22.81818182,52.81818182,"Morral village, Ohio",2.409090909
84.27272727,23.27272727,54.36363636,"Morrow village, Ohio",3.390909091
87.09090909,25.72727273,56.63636364,"Moscow village, Ohio",3.372727273
84.54545455,22.18181818,53.09090909,"Mount Blanchard village, Ohio",2.854545455
84.54545455,22.18181818,53.09090909,"Mount Cory village, Ohio",2.854545455
81.90909091,21.63636364,51.90909091,"Mount Eaton village, Ohio",2.472727273
82.81818182,22.81818182,52.81818182,"Mount Gilead village, Ohio",2.409090909
87.09090909,22.18181818,55.54545455,"Mount Healthy city, Ohio",3.345454545
87.09090909,25.72727273,56.63636364,"Mount Orab village, Ohio",3.372727273
83.90909091,23.45454545,53.36363636,"Mount Pleasant village, Ohio",2.909090909
84.18181818,22.45454545,54.45454545,"Mount Sterling village, Ohio",2.954545455
82.09090909,22,51.72727273,"Mount Vernon city, Ohio",3.336363636
82.81818182,22.81818182,52.81818182,"Mount Victory village, Ohio",2.409090909
83.54545455,22,52.63636364,"Munroe Falls city, Ohio",2.754545455
85.90909091,24.18181818,56.63636364,"Murray City village, Ohio",3.609090909
84.18181818,22.45454545,54.45454545,"Mutual village, Ohio",2.954545455
82.72727273,23.36363636,52.45454545,"Napoleon city, Ohio",2.263636364
81.90909091,21.63636364,51.90909091,"Nashville village, Ohio",2.472727273
82.45454545,22,51.90909091,"Navarre village, Ohio",3.418181818
81.90909091,21.63636364,51.90909091,"Nellie village, Ohio",2.472727273
85.90909091,24.18181818,56.63636364,"Nelsonville city, Ohio",3.609090909
82.81818182,22.81818182,52.81818182,"Nevada village, Ohio",2.409090909
87.09090909,25.72727273,56.63636364,"Neville village, Ohio",3.372727273
85.54545455,25.90909091,55.54545455,"New Albany city, Ohio",3.527272727
83.90909091,23.45454545,53.36363636,"New Alexandria village, Ohio",2.909090909
84.72727273,21.81818182,53.72727273,"Newark city, Ohio",2.263636364
83.90909091,23.45454545,53.36363636,"New Athens village, Ohio",2.909090909
82.72727273,23.36363636,52.45454545,"New Bavaria village, Ohio",2.263636364
82.81818182,22.81818182,52.81818182,"New Bloomington village, Ohio",2.409090909
84.27272727,23.27272727,54.36363636,"New Boston village, Ohio",3.390909091
84,23.90909091,53.45454545,"New Bremen village, Ohio",2.4
85.54545455,30.18181818,54.90909091,"Newburgh Heights village, Ohio",2.363636364
85.45454545,22.90909091,54.90909091,"New Carlisle city, Ohio",3.509090909
84.90909091,21.54545455,53.90909091,"New Concord village, Ohio",3.109090909
82.45454545,22,51.90909091,"New Franklin city, Ohio",3.418181818
84.27272727,23.27272727,54.36363636,"New Holland village, Ohio",3.390909091
84,23.90909091,53.45454545,"New Knoxville village, Ohio",2.4
84.81818182,25,54.90909091,"New Lebanon village, Ohio",3.190909091
84.90909091,21.54545455,53.90909091,"New Lexington village, Ohio",3.109090909
83.45454545,23.63636364,53,"New London village, Ohio",2.563636364
84,22.72727273,53.81818182,"New Madison village, Ohio",3.518181818
87.09090909,22.18181818,55.54545455,"New Miami village, Ohio",3.345454545
84,22.72727273,53.81818182,"New Paris village, Ohio",3.518181818
84,22.09090909,53.36363636,"New Philadelphia city, Ohio",2.609090909
87.09090909,25.72727273,56.63636364,"New Richmond village, Ohio",3.372727273
84.54545455,22.18181818,53.09090909,"New Riegel village, Ohio",2.854545455
85.90909091,24.18181818,56.63636364,"New Straitsville village, Ohio",3.609090909
83,21.54545455,51.45454545,"Newton Falls village, Ohio",3.572727273
87.09090909,25.72727273,56.63636364,"Newtonsville village, Ohio",3.372727273
84.27272727,23.27272727,54.36363636,"New Vienna village, Ohio",3.390909091
82.09090909,22,51.72727273,"New Washington village, Ohio",3.336363636
83.90909091,21.63636364,51.36363636,"New Waterford village, Ohio",1.672727273
84,22.72727273,53.81818182,"New Weston village, Ohio",3.518181818
82.72727273,23.36363636,52.45454545,"Ney village, Ohio",2.263636364
83,21.54545455,51.45454545,"Niles city, Ohio",3.572727273
84.54545455,22.18181818,53.09090909,"North Baltimore village, Ohio",2.854545455
85.90909091,24.18181818,56.63636364,"North Bend village, Ohio",3.609090909
82.45454545,22,51.90909091,"North Canton city, Ohio",3.418181818
87.09090909,22.18181818,55.54545455,"North College Hill city, Ohio",3.345454545
87.09090909,22.18181818,55.54545455,"North Fairfield village, Ohio",3.345454545
85.54545455,30.18181818,54.90909091,"Northfield village, Ohio",2.363636364
84.18181818,22.45454545,54.45454545,"North Hampton village, Ohio",2.954545455
82.90909091,20.81818182,51.63636364,"North Kingsville village, Ohio",2.836363636
84.27272727,24.18181818,54.54545455,"North Lewisburg village, Ohio",2.372727273
83.18181818,23.72727273,53,"North Olmsted city, Ohio",3.436363636
82.90909091,20.81818182,51.63636364,"North Perry village, Ohio",2.836363636
85.54545455,30.18181818,54.90909091,"North Randall village, Ohio",2.363636364
83.18181818,23.72727273,53,"North Ridgeville city, Ohio",3.436363636
82.81818182,22.81818182,52.81818182,"North Robinson village, Ohio",2.409090909
83.18181818,23.72727273,53,"North Royalton city, Ohio",3.436363636
84,22.72727273,53.81818182,"North Star village, Ohio",3.518181818
84.54545455,24.90909091,53,"Northwood city, Ohio",2.063636364
83.54545455,22,52.63636364,"Norton city, Ohio",2.754545455
82.09090909,22,51.72727273,"Norwalk city, Ohio",3.336363636
84.90909091,21.54545455,53.90909091,"Norwich village, Ohio",3.109090909
87.09090909,25.72727273,56.63636364,"Norwood city, Ohio",3.372727273
84.54545455,24.90909091,53,"Oak Harbor village, Ohio",2.063636364
84.81818182,25,54.90909091,"Oak Hill village, Ohio",3.190909091
84.81818182,25,54.90909091,"Oakwood city, Ohio",3.190909091
83.45454545,23.63636364,53,"Oberlin city, Ohio",2.563636364
85.54545455,25.90909091,55.54545455,"Obetz village, Ohio",3.527272727
84.27272727,23.27272727,54.36363636,"Octa village, Ohio",3.390909091
84,23.90909091,53.45454545,"Ohio City village, Ohio",2.4
84.90909091,21.54545455,53.90909091,"Old Washington village, Ohio",3.109090909
83.18181818,23.72727273,53,"Olmsted Falls city, Ohio",3.436363636
82.09090909,22,51.72727273,"Ontario city, Ohio",3.336363636
85.54545455,30.18181818,54.90909091,"Orange village, Ohio",2.363636364
84.54545455,24.90909091,53,"Oregon city, Ohio",2.063636364
81.90909091,21.63636364,51.90909091,"Orrville city, Ohio",2.472727273
82.90909091,20.81818182,51.63636364,"Orwell village, Ohio",2.836363636
84,22.72727273,53.81818182,"Osgood village, Ohio",3.518181818
82.81818182,22.81818182,52.81818182,"Ostrander village, Ohio",2.409090909
84.54545455,22.18181818,53.09090909,"Ottawa village, Ohio",2.854545455
84.36363636,21.45454545,52.27272727,"Ottawa Hills village, Ohio",3.109090909
84,23.90909091,53.45454545,"Ottoville village, Ohio",2.4
84.27272727,23.27272727,54.36363636,"Otway village, Ohio",3.390909091
87.09090909,25.72727273,56.63636364,"Owensville village, Ohio",3.372727273
87.09090909,22.18181818,55.54545455,"Oxford city, Ohio",3.345454545
82.90909091,20.81818182,51.63636364,"Painesville city, Ohio",2.836363636
84,22.72727273,53.81818182,"Palestine village, Ohio",3.518181818
84.54545455,22.18181818,53.09090909,"Pandora village, Ohio",2.854545455
83.18181818,23.72727273,53,"Parma city, Ohio",3.436363636
83.18181818,23.72727273,53,"Parma Heights city, Ohio",3.436363636
84,22.09090909,53.36363636,"Parral village, Ohio",2.609090909
85.54545455,25.90909091,55.54545455,"Pataskala city, Ohio",3.527272727
84.54545455,22.18181818,53.09090909,"Patterson village, Ohio",2.854545455
82.72727273,23.36363636,52.45454545,"Paulding village, Ohio",2.263636364
82.72727273,23.36363636,52.45454545,"Payne village, Ohio",2.263636364
84.27272727,23.27272727,54.36363636,"Peebles village, Ohio",3.390909091
84.54545455,24.90909091,53,"Pemberville village, Ohio",2.063636364
83.18181818,23.72727273,53,"Peninsula village, Ohio",3.436363636
85.54545455,30.18181818,54.90909091,"Pepper Pike city, Ohio",2.363636364
82.90909091,20.81818182,51.63636364,"Perry village, Ohio",2.836363636
84.54545455,24.90909091,53,"Perrysburg city, Ohio",2.063636364
82.09090909,22,51.72727273,"Perrysville village, Ohio",3.336363636
84,22.72727273,53.81818182,"Phillipsburg village, Ohio",3.518181818
84.90909091,21.54545455,53.90909091,"Philo village, Ohio",3.109090909
85.54545455,25.90909091,55.54545455,"Pickerington city, Ohio",3.527272727
84.27272727,23.27272727,54.36363636,"Piketon village, Ohio",3.390909091
82.72727273,23.36363636,52.45454545,"Pioneer village, Ohio",2.263636364
84,22.72727273,53.81818182,"Piqua city, Ohio",3.518181818
84,22.72727273,53.81818182,"Pitsburg village, Ohio",3.518181818
84.27272727,24.18181818,54.54545455,"Plain City village, Ohio",2.372727273
84.90909091,21.54545455,53.90909091,"Plainfield village, Ohio",3.109090909
84.90909091,21.54545455,53.90909091,"Pleasant City village, Ohio",3.109090909
84,22.72727273,53.81818182,"Pleasant Hill village, Ohio",3.518181818
84.27272727,23.27272727,54.36363636,"Pleasant Plain village, Ohio",3.390909091
86.54545455,20.09090909,54.27272727,"Pleasantville village, Ohio",3.454545455
82.09090909,22,51.72727273,"Plymouth village, Ohio",3.336363636
83.90909091,21.63636364,51.36363636,"Poland village, Ohio",1.672727273
83.45454545,23.63636364,53,"Polk village, Ohio",2.563636364
84.81818182,25,54.90909091,"Pomeroy village, Ohio",3.190909091
84.54545455,24.90909091,53,"Portage village, Ohio",2.063636364
84.54545455,24.90909091,53,"Port Clinton city, Ohio",2.063636364
84,23.90909091,53.45454545,"Port Jefferson village, Ohio",2.4
84.27272727,23.27272727,54.36363636,"Portsmouth city, Ohio",3.390909091
84,22.09090909,53.36363636,"Port Washington village, Ohio",2.609090909
84.27272727,23.27272727,54.36363636,"Port William village, Ohio",3.390909091
84,22.72727273,53.81818182,"Potsdam village, Ohio",3.518181818
84.27272727,24.18181818,54.54545455,"Powell city, Ohio",2.372727273
83.90909091,23.45454545,53.36363636,"Powhatan Point village, Ohio",2.909090909
89.27272727,27.18181818,57.36363636,"Proctorville village, Ohio",3.636363636
82.81818182,22.81818182,52.81818182,"Prospect village, Ohio",2.409090909
84.54545455,24.90909091,53,"Put-in-Bay village, Ohio",2.063636364
84.90909091,21.54545455,53.90909091,"Quaker City village, Ohio",3.109090909
84,23.90909091,53.45454545,"Quincy village, Ohio",2.4
89.27272727,27.18181818,57.36363636,"Racine village, Ohio",3.636363636
84.27272727,23.27272727,54.36363636,"Rarden village, Ohio",3.390909091
83.54545455,22,52.63636364,"Ravenna city, Ohio",2.754545455
84.54545455,22.18181818,53.09090909,"Rawson village, Ohio",2.854545455
83.90909091,23.45454545,53.36363636,"Rayland village, Ohio",2.909090909
87.09090909,25.72727273,56.63636364,"Reading city, Ohio",3.372727273
83.54545455,22,52.63636364,"Reminderville village, Ohio",2.754545455
84.90909091,21.54545455,53.90909091,"Rendville village, Ohio",3.109090909
82.81818182,22.81818182,52.81818182,"Republic village, Ohio",2.409090909
85.54545455,25.90909091,55.54545455,"Reynoldsburg city, Ohio",3.527272727
83.18181818,23.72727273,53,"Richfield village, Ohio",3.436363636
83.90909091,23.45454545,53.36363636,"Richmond village, Ohio",2.909090909
85.54545455,30.18181818,54.90909091,"Richmond Heights city, Ohio",2.363636364
82.81818182,22.81818182,52.81818182,"Richwood village, Ohio",2.409090909
82.81818182,22.81818182,52.81818182,"Ridgeway village, Ohio",2.409090909
84.81818182,25,54.90909091,"Rio Grande village, Ohio",3.190909091
87.09090909,25.72727273,56.63636364,"Ripley village, Ohio",3.372727273
84.54545455,24.90909091,53,"Risingsun village, Ohio",2.063636364
81.90909091,21.63636364,51.90909091,"Rittman city, Ohio",2.472727273
84.27272727,24.18181818,54.54545455,"Riverlea village, Ohio",2.372727273
85.45454545,22.90909091,54.90909091,"Riverside city, Ohio",3.509090909
82.90909091,20.81818182,51.63636364,"Roaming Shores village, Ohio",2.836363636
83.45454545,23.63636364,53,"Rochester village, Ohio",2.563636364
82.90909091,20.81818182,51.63636364,"Rock Creek village, Ohio",2.836363636
84,23.90909091,53.45454545,"Rockford village, Ohio",2.4
84.54545455,24.90909091,53,"Rocky Ridge village, Ohio",2.063636364
83.18181818,23.72727273,53,"Rocky River city, Ohio",3.436363636
83.90909091,21.63636364,51.36363636,"Rogers village, Ohio",1.672727273
84.27272727,23.27272727,54.36363636,"Rome village, Ohio",3.390909091
84.90909091,21.54545455,53.90909091,"Roseville village, Ohio",3.109090909
84,22.72727273,53.81818182,"Rossburg village, Ohio",3.518181818
84.54545455,24.90909091,53,"Rossford city, Ohio",2.063636364
84,22.09090909,53.36363636,"Roswell village, Ohio",2.609090909
84,23.90909091,53.45454545,"Rushsylvania village, Ohio",2.4
86.54545455,20.09090909,54.27272727,"Rushville village, Ohio",3.454545455
84,23.90909091,53.45454545,"Russells Point village, Ohio",2.4
87.09090909,25.72727273,56.63636364,"Russellville village, Ohio",3.372727273
84,22.72727273,53.81818182,"Russia village, Ohio",3.518181818
84.81818182,25,54.90909091,"Rutland village, Ohio",3.190909091
84.27272727,23.27272727,54.36363636,"Sabina village, Ohio",3.390909091
83.90909091,21.63636364,51.36363636,"Salem city, Ohio",1.672727273
84.90909091,21.54545455,53.90909091,"Salesville village, Ohio",3.109090909
83.90909091,23.45454545,53.36363636,"Salineville village, Ohio",2.909090909
82.09090909,22,51.72727273,"Sandusky city, Ohio",3.336363636
84.90909091,21.54545455,53.90909091,"Sarahsville village, Ohio",3.109090909
84.27272727,23.27272727,54.36363636,"Sardinia village, Ohio",3.390909091
82.09090909,22,51.72727273,"Savannah village, Ohio",3.336363636
84,22.09090909,53.36363636,"Scio village, Ohio",2.609090909
82.72727273,23.36363636,52.45454545,"Scott village, Ohio",2.263636364
84.27272727,23.27272727,54.36363636,"Seaman village, Ohio",3.390909091
82.45454545,22,51.90909091,"Sebring village, Ohio",3.418181818
84.90909091,21.54545455,53.90909091,"Senecaville village, Ohio",3.109090909
83.18181818,23.72727273,53,"Seven Hills city, Ohio",3.436363636
87.09090909,22.18181818,55.54545455,"Seven Mile village, Ohio",3.345454545
81.90909091,21.63636364,51.90909091,"Seville village, Ohio",2.472727273
83.90909091,23.45454545,53.36363636,"Shadyside village, Ohio",2.909090909
85.54545455,30.18181818,54.90909091,"Shaker Heights city, Ohio",2.363636364
87.09090909,22.18181818,55.54545455,"Sharonville city, Ohio",3.345454545
85.90909091,24.18181818,56.63636364,"Shawnee village, Ohio",3.609090909
84.18181818,22.45454545,54.45454545,"Shawnee Hills village, Ohio",2.954545455
83.18181818,23.72727273,53,"Sheffield village, Ohio",3.436363636
83.18181818,23.72727273,53,"Sheffield Lake city, Ohio",3.436363636
82.09090909,22,51.72727273,"Shelby city, Ohio",3.336363636
84,22.09090909,53.36363636,"Sherrodsville village, Ohio",2.609090909
87.09090909,25.72727273,56.63636364,"Sherwood village, Ohio",3.372727273
82.09090909,22,51.72727273,"Shiloh village, Ohio",3.336363636
81.90909091,21.63636364,51.90909091,"Shreve village, Ohio",2.472727273
84,22.72727273,53.81818182,"Sidney city, Ohio",3.518181818
83.54545455,22,52.63636364,"Silver Lake village, Ohio",2.754545455
87.09090909,25.72727273,56.63636364,"Silverton village, Ohio",3.372727273
84.27272727,23.27272727,54.36363636,"Sinking Spring village, Ohio",3.390909091
83.90909091,23.45454545,53.36363636,"Smithfield village, Ohio",2.909090909
81.90909091,21.63636364,51.90909091,"Smithville village, Ohio",2.472727273
85.54545455,30.18181818,54.90909091,"Solon city, Ohio",2.363636364
84.72727273,21.81818182,53.72727273,"Somerset village, Ohio",2.263636364
87.09090909,22.18181818,55.54545455,"Somerville village, Ohio",3.345454545
83.45454545,23.63636364,53,"South Amherst village, Ohio",2.563636364
86.54545455,20.09090909,54.27272727,"South Bloomfield village, Ohio",3.454545455
84.18181818,22.45454545,54.45454545,"South Charleston village, Ohio",2.954545455
85.54545455,30.18181818,54.90909091,"South Euclid city, Ohio",2.363636364
84,22.09090909,53.36363636,"South Lebanon village, Ohio",2.609090909
89.27272727,27.18181818,57.36363636,"South Point village, Ohio",3.636363636
85.54545455,30.18181818,54.90909091,"South Russell village, Ohio",2.363636364
84.27272727,23.27272727,54.36363636,"South Salem village, Ohio",3.390909091
84.18181818,22.45454545,54.45454545,"South Solon village, Ohio",2.954545455
84.18181818,22.45454545,54.45454545,"South Vienna village, Ohio",2.954545455
84.81818182,25,54.90909091,"South Webster village, Ohio",3.190909091
84.90909091,21.54545455,53.90909091,"South Zanesville village, Ohio",3.109090909
82.81818182,22.81818182,52.81818182,"Sparta village, Ohio",2.409090909
83.45454545,23.63636364,53,"Spencer village, Ohio",2.563636364
84,23.90909091,53.45454545,"Spencerville village, Ohio",2.4
84.81818182,25,54.90909091,"Springboro city, Ohio",3.190909091
87.09090909,22.18181818,55.54545455,"Springdale city, Ohio",3.345454545
84.18181818,22.45454545,54.45454545,"Springfield city, Ohio",2.954545455
84.81818182,25,54.90909091,"Spring Valley village, Ohio",3.190909091
84.90909091,21.54545455,53.90909091,"Stafford village, Ohio",3.109090909
83.90909091,23.45454545,53.36363636,"Steubenville city, Ohio",2.909090909
84.90909091,21.54545455,53.90909091,"Stockport village, Ohio",3.109090909
84,22.09090909,53.36363636,"Stone Creek village, Ohio",2.609090909
86.54545455,20.09090909,54.27272727,"Stoutsville village, Ohio",3.454545455
83.54545455,22,52.63636364,"Stow city, Ohio",2.754545455
84,22.09090909,53.36363636,"Strasburg village, Ohio",2.609090909
84.09090909,23.81818182,53.27272727,"Stratton village, Ohio",3.063636364
83.54545455,22,52.63636364,"Streetsboro city, Ohio",2.754545455
83.18181818,23.72727273,53,"Strongsville city, Ohio",3.436363636
83.90909091,21.63636364,51.36363636,"Struthers city, Ohio",1.672727273
82.72727273,23.36363636,52.45454545,"Stryker village, Ohio",2.263636364
83.54545455,22,52.63636364,"Sugar Bush Knolls village, Ohio",2.754545455
84,22.09090909,53.36363636,"Sugarcreek village, Ohio",2.609090909
86.54545455,20.09090909,54.27272727,"Sugar Grove village, Ohio",3.454545455
84.90909091,21.54545455,53.90909091,"Summerfield village, Ohio",3.109090909
83.90909091,23.45454545,53.36363636,"Summitville village, Ohio",2.909090909
84.27272727,24.18181818,54.54545455,"Sunbury village, Ohio",2.372727273
84.36363636,21.45454545,52.27272727,"Swanton village, Ohio",3.109090909
82.81818182,22.81818182,52.81818182,"Sycamore village, Ohio",2.409090909
84.36363636,21.45454545,52.27272727,"Sylvania city, Ohio",3.109090909
89.27272727,27.18181818,57.36363636,"Syracuse village, Ohio",3.636363636
83.54545455,22,52.63636364,"Tallmadge city, Ohio",2.754545455
86.54545455,20.09090909,54.27272727,"Tarlton village, Ohio",3.454545455
87.09090909,25.72727273,56.63636364,"Terrace Park village, Ohio",3.372727273
87.09090909,25.72727273,56.63636364,"The Village of Indian Hill city, Ohio",3.372727273
84.72727273,21.81818182,53.72727273,"Thornville village, Ohio",2.263636364
86.54545455,20.09090909,54.27272727,"Thurston village, Ohio",3.454545455
84.54545455,22.18181818,53.09090909,"Tiffin city, Ohio",2.854545455
83.90909091,23.45454545,53.36363636,"Tiltonsville village, Ohio",2.909090909
85.54545455,30.18181818,54.90909091,"Timberlake village, Ohio",2.363636364
84,22.72727273,53.81818182,"Tipp City city, Ohio",3.518181818
82.09090909,22,51.72727273,"Tiro village, Ohio",3.336363636
84.54545455,24.90909091,53,"Toledo city, Ohio",2.063636364
84.36363636,21.45454545,52.27272727,"Tontogany village, Ohio",3.109090909
83.90909091,23.45454545,53.36363636,"Toronto city, Ohio",2.909090909
84.18181818,22.45454545,54.45454545,"Tremont City village, Ohio",2.954545455
87.09090909,22.18181818,55.54545455,"Trenton city, Ohio",3.345454545
84.90909091,21.54545455,53.90909091,"Trimble village, Ohio",3.109090909
84,22.72727273,53.81818182,"Trotwood city, Ohio",3.518181818
84,22.72727273,53.81818182,"Troy city, Ohio",3.518181818
84,22.09090909,53.36363636,"Tuscarawas village, Ohio",2.609090909
83.54545455,22,52.63636364,"Twinsburg city, Ohio",2.754545455
84,22.09090909,53.36363636,"Uhrichsville city, Ohio",2.609090909
84,22.72727273,53.81818182,"Union city, Ohio",3.518181818
83.81818182,22.27272727,53.72727273,"Union City village, Ohio",3.063636364
84.27272727,24.18181818,54.54545455,"Unionville Center village, Ohio",2.372727273
84,23.90909091,53.45454545,"Uniopolis village, Ohio",2.4
85.54545455,30.18181818,54.90909091,"University Heights city, Ohio",2.363636364
84.27272727,24.18181818,54.54545455,"Upper Arlington city, Ohio",2.372727273
82.81818182,22.81818182,52.81818182,"Upper Sandusky city, Ohio",2.409090909
84.18181818,22.45454545,54.45454545,"Urbana city, Ohio",2.954545455
84.27272727,24.18181818,54.54545455,"Urbancrest village, Ohio",2.372727273
84.72727273,21.81818182,53.72727273,"Utica village, Ohio",2.263636364
84,23.90909091,53.45454545,"Valley Hi village, Ohio",2.4
85.54545455,30.18181818,54.90909091,"Valley View village, Ohio",2.363636364
84.27272727,24.18181818,54.54545455,"Valleyview village, Ohio",2.372727273
84.54545455,22.18181818,53.09090909,"Van Buren village, Ohio",2.854545455
84,22.72727273,53.81818182,"Vandalia city, Ohio",3.518181818
84.54545455,22.18181818,53.09090909,"Vanlue village, Ohio",2.854545455
84,23.90909091,53.45454545,"Van Wert city, Ohio",2.4
84,23.90909091,53.45454545,"Venedocia village, Ohio",2.4
83.45454545,23.63636364,53,"Vermilion city, Ohio",2.563636364
84,22.72727273,53.81818182,"Verona village, Ohio",3.518181818
84,22.72727273,53.81818182,"Versailles village, Ohio",3.518181818
84.81818182,25,54.90909091,"Vinton village, Ohio",3.190909091
81.90909091,21.63636364,51.90909091,"Wadsworth city, Ohio",2.472727273
85.54545455,30.18181818,54.90909091,"Waite Hill village, Ohio",2.363636364
83.45454545,23.63636364,53,"Wakeman village, Ohio",2.563636364
84.54545455,24.90909091,53,"Walbridge village, Ohio",2.063636364
82.81818182,22.81818182,52.81818182,"Waldo village, Ohio",2.409090909
85.54545455,30.18181818,54.90909091,"Walton Hills village, Ohio",2.363636364
84,23.90909091,53.45454545,"Wapakoneta city, Ohio",2.4
83,21.54545455,51.45454545,"Warren city, Ohio",3.572727273
85.54545455,30.18181818,54.90909091,"Warrensville Heights city, Ohio",2.363636364
84.90909091,21.54545455,53.90909091,"Warsaw village, Ohio",3.109090909
84.27272727,23.27272727,54.36363636,"Washington Court House city, Ohio",3.390909091
83.90909091,21.63636364,51.36363636,"Washingtonville village, Ohio",1.672727273
84.36363636,21.45454545,52.27272727,"Waterville city, Ohio",3.109090909
84.36363636,21.45454545,52.27272727,"Wauseon city, Ohio",3.109090909
84.27272727,23.27272727,54.36363636,"Waverly village, Ohio",3.390909091
84.54545455,24.90909091,53,"Wayne village, Ohio",2.063636364
84,22.72727273,53.81818182,"Wayne Lakes village, Ohio",3.518181818
84,22.09090909,53.36363636,"Waynesburg village, Ohio",2.609090909
84,23.90909091,53.45454545,"Waynesfield village, Ohio",2.4
84.81818182,25,54.90909091,"Waynesville village, Ohio",3.190909091
83.45454545,23.63636364,53,"Wellington village, Ohio",2.563636364
84.81818182,25,54.90909091,"Wellston city, Ohio",3.190909091
84.09090909,23.81818182,53.27272727,"Wellsville village, Ohio",3.063636364
84,22.72727273,53.81818182,"West Alexandria village, Ohio",3.518181818
84.81818182,25,54.90909091,"West Carrollton city, Ohio",3.190909091
87.09090909,22.18181818,55.54545455,"West Elkton village, Ohio",3.345454545
84.27272727,24.18181818,54.54545455,"Westerville city, Ohio",2.372727273
83,21.54545455,51.45454545,"West Farmington village, Ohio",3.572727273
81.90909091,21.63636364,51.90909091,"Westfield Center village, Ohio",2.472727273
84,23.90909091,53.45454545,"West Jefferson village, Ohio",2.4
84,22.09090909,53.36363636,"West Lafayette village, Ohio",2.609090909
83.18181818,23.72727273,53,"Westlake city, Ohio",3.436363636
84.54545455,22.18181818,53.09090909,"West Leipsic village, Ohio",2.854545455
84.18181818,22.45454545,54.45454545,"West Liberty village, Ohio",2.954545455
84,22.72727273,53.81818182,"West Manchester village, Ohio",3.518181818
82.81818182,22.81818182,52.81818182,"West Mansfield village, Ohio",2.409090909
84.54545455,22.18181818,53.09090909,"West Millgrove village, Ohio",2.854545455
84,22.72727273,53.81818182,"West Milton village, Ohio",3.518181818
84.36363636,21.45454545,52.27272727,"Weston village, Ohio",3.109090909
86.54545455,20.09090909,54.27272727,"West Rushville village, Ohio",3.454545455
81.90909091,21.63636364,51.90909091,"West Salem village, Ohio",2.472727273
84.27272727,23.27272727,54.36363636,"West Union village, Ohio",3.390909091
82.72727273,23.36363636,52.45454545,"West Unity village, Ohio",2.263636364
84.54545455,22.18181818,53.09090909,"Wharton village, Ohio",2.854545455
85.54545455,25.90909091,55.54545455,"Whitehall city, Ohio",3.527272727
84.36363636,21.45454545,52.27272727,"Whitehouse village, Ohio",3.109090909
85.54545455,30.18181818,54.90909091,"Wickliffe city, Ohio",2.363636364
84.81818182,25,54.90909091,"Wilkesville village, Ohio",3.190909091
